סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_6,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
3561      ,מגדל עוז                 ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,419       ,64        ,93        ,187       ,40        ,33        ,2
3563      ,תקוע                     ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,4391      ,680       ,1515      ,1544      ,263       ,160       ,229
3564      ,כוכב השחר                ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,2567      ,407       ,927       ,899       ,139       ,134       ,61
3565      ,רימונים                  ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,757       ,88        ,158       ,301       ,94        ,59        ,57
3566      ,יפית                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,254       ,34        ,60        ,86        ,29        ,12        ,33
3567      ,סלעית                    ,73        ,טול כרם                  ,42        ,פתח תקוה                 ,72        ,שומרון                   ,1414      ,187       ,455       ,475       ,153       ,61        ,83
3568      ,ריחן                     ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,344       ,51        ,81        ,127       ,42        ,29        ,14
3569      ,מבוא דותן                ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,531       ,94        ,147       ,198       ,36        ,18        ,38
3570      ,אריאל                    ,73        ,טול כרם                  ,48        ,אריאל                    ,0         ,                         ,20569     ,1661      ,3639      ,7496      ,2454      ,2261      ,3058
3571      ,שבי שומרון               ,72        ,שכם                      ,41        ,נתניה                    ,72        ,שומרון                   ,1080      ,184       ,328       ,375       ,56        ,49        ,88
3572      ,כפר תפוח                 ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,1353      ,267       ,464       ,473       ,54        ,33        ,62
3573      ,חלמיש                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1254      ,151       ,358       ,457       ,96        ,71        ,121
3574      ,בית אל                   ,74        ,ראמאללה                  ,11        ,ירושלים                  ,0         ,                         ,5970      ,808       ,1795      ,2218      ,433       ,338       ,378
3575      ,בית חורון                ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1490      ,193       ,468       ,532       ,126       ,77        ,94
3576      ,מצפה יריחו               ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,73        ,מטה בנימין               ,2544      ,435       ,788       ,955       ,135       ,117       ,114
3578      ,שדמות מחולה              ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,762       ,106       ,260       ,275       ,47        ,37        ,37
3579      ,אלון מורה                ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,1885      ,367       ,596       ,692       ,54        ,79        ,97
